YIL;AY;ILCE;MAHALLE;ABONE_ADEDI;ORTALAMA_TUKETIM
2020;2;MENEMEN;IRMAK;1842;9,54
2020;2;MENEMEN;KASIMPAŞA;4856;9,32
2020;2;MENEMEN;KAZIMPAŞA;435;8,13
2020;2;MENEMEN;KEMAL ATATÜRK;1030;9,59
2020;2;MENEMEN;KESİK;220;8,41
2020;2;MENEMEN;KIR;45;5,67
2020;2;MENEMEN;MERMERLİ;2644;9,04
2020;2;MENEMEN;MUSABEY;96;14,91
2020;2;MENEMEN;MUSTAFA KEMAL ATATÜRK;154;9
2020;2;MENEMEN;SEYDİNNASRULLAH;157;8,62
2020;2;MENEMEN;SÜZBEYLİ;11;4,76
2020;2;MENEMEN;TUZÇULLU;77;9,6
2020;2;MENEMEN;TÜLBENTLİ;520;9,06
2020;2;MENEMEN;ULUS;653;9,32
2020;2;MENEMEN;UĞUR MUMCU;4113;10,03
2020;2;MENEMEN;VİLLAKENT;675;9,25
2020;2;MENEMEN;YAHŞELLİ;847;11,37
2020;2;MENEMEN;YANIKKÖY;245;10,93
2020;2;MENEMEN;YAYLA;281;6,85
2020;2;MENEMEN;YEŞİL PINAR;1095;9,26
2020;2;MENEMEN;YILDIRIM;385;8,8
2020;2;MENEMEN;ZAFER;304;8,87
2020;2;MENEMEN;ZEYTİNLİK;649;9,2
2020;2;MENEMEN;ÇAVUŞ;151;9,16
2020;2;MENEMEN;İNCİRLİ PINAR;1012;10,07
2020;2;MENEMEN;İNÖNÜ;330;5,99
2020;2;MENEMEN;İSMET İNÖNÜ;3180;9,72
2020;2;MENEMEN;İSTİKLAL;2713;9,49
2020;2;MENEMEN;İĞNEDERE;42;8,89
2020;2;NARLIDERE;2. İNÖNÜ;2640;9,01
2020;2;NARLIDERE;ALTIEVLER;496;13,97
2020;2;NARLIDERE;ATATÜRK;1080;9,61
2020;2;NARLIDERE;HUZUR;1515;8,46
2020;2;NARLIDERE;ILICA;2432;7,93
2020;2;NARLIDERE;LİMANREİS;891;9,99
2020;2;NARLIDERE;NARLI;2453;8,89
2020;2;NARLIDERE;SAHİLEVLERİ;513;15,16
2020;2;NARLIDERE;YENİKALE;1611;8,29
2020;2;NARLIDERE;ÇAMTEPE;2138;8,38
2020;2;NARLIDERE;ÇATALKAYA;2133;8,9
2020;2;SEFERİHİSAR;ATATÜRK;565;4,25
2020;2;SEFERİHİSAR;BENGİLER;975;6,24
2020;2;SEFERİHİSAR;BEYLER;120;6,29
2020;2;SEFERİHİSAR;CAMİKEBİR;3453;8,06
2020;2;SEFERİHİSAR;CUMHURİYET;829;4,03
2020;2;SEFERİHİSAR;DÜZCE;193;9,62
2020;2;SEFERİHİSAR;GÖDENCE;132;7,65
2020;2;SEFERİHİSAR;GÖLCÜK;41;8,09
2020;2;SEFERİHİSAR;HIDIRLIK;2067;7,92
2020;2;SEFERİHİSAR;KAVAKDERE;106;14,85
2020;2;SEFERİHİSAR;MERSİN ALANI;1181;6,81
2020;2;SEFERİHİSAR;ORHANLI;500;9,54
2020;2;SEFERİHİSAR;PAYAMLI;649;5,53
2020;2;SEFERİHİSAR;SIĞACIK;1410;6,62
2020;2;SEFERİHİSAR;TEPECİK;674;7,47
2020;2;SEFERİHİSAR;TURABİYE;1605;8,26
2020;2;SEFERİHİSAR;TURGUT;104;10,52
2020;2;SEFERİHİSAR;ULAMIŞ;532;11,16
2020;2;SEFERİHİSAR;ÇAMTEPE;44;8,01
2020;2;SEFERİHİSAR;ÇOLAK İBRAHİM BEY ;1120;8,18
2020;2;SEFERİHİSAR;İHSANİYE;23;9,11
2020;2;SELÇUK;14 MAYIS;2161;8,15
2020;2;SELÇUK;ACARLAR;134;10,56
2020;2;SELÇUK;ATATÜRK;2752;8,04
2020;2;SELÇUK;BARUTÇU;52;6,68
2020;2;SELÇUK;BELEVİ;579;8,74
2020;2;SELÇUK;CUMHURİYET;2157;9,09
2020;2;SELÇUK;DIŞ HATLAR;10;7,75
2020;2;SELÇUK;GÖKÇEALAN;288;9,72
2020;2;SELÇUK;HAVUTÇULU;74;10,65
2020;2;SELÇUK;SULTANİYE;13;7,77
2020;2;SELÇUK;ZAFER;2371;8,26
2020;2;SELÇUK;ZEYTİNKÖY;246;8,16
2020;2;SELÇUK;ÇAMLIK;347;10,3
2020;2;SELÇUK;İSA BEY;810;8,47
2020;2;SELÇUK;ŞİRİNCE;115;10,79
2020;2;TORBALI;19 MAYIS;185;8,59
2020;2;TORBALI;AHMETLİ;308;8,82
2020;2;TORBALI;ALPKENT;2742;9,37
2020;2;TORBALI;ARSLANLAR;247;8,8
2020;2;TORBALI;ATALAN;121;9,07
2020;2;TORBALI;ATATÜRK;2851;11,02
2020;2;TORBALI;AYRANCILAR;5045;8,44
2020;2;TORBALI;BAHÇELİEVLER;474;8,46
2020;2;TORBALI;BOZKÖY;239;6,79
2020;2;TORBALI;BÜLBÜLDERE;39;9,97
2020;2;TORBALI;CUMHURİYET;3209;8,14
2020;2;TORBALI;DAĞKIZILCA;362;7,96
2020;2;TORBALI;DAĞTEKE;41;8,98
2020;2;TORBALI;DEMİRCİ;143;8,95
2020;2;TORBALI;DÜVERLİK;56;6,39
2020;2;TORBALI;DİRMİL;316;7,76
2020;2;TORBALI;ERTUĞRUL;5481;9,33
2020;2;TORBALI;EĞERCİ;211;11,31
2020;2;TORBALI;FEVZİ ÇAKMAK;3816;8,29
2020;2;TORBALI;GAZİ MUSTAFA KEMAL;269;7,21
2020;2;TORBALI;GÖLLÜCE;166;7,62
2020;2;TORBALI;HELVACI;81;8,06
2020;2;TORBALI;KAPLANCIK;52;8,49
2020;2;TORBALI;KARAKIZLAR;106;8,04
2020;2;TORBALI;KARAKUYU;135;6,47
2020;2;TORBALI;KARAOT;100;7,11
2020;2;TORBALI;KARŞIYAKA;443;11,52
2020;2;TORBALI;KAZIM KARABEKİR;612;8,42
2020;2;TORBALI;KIRBAŞ;55;9,55
2020;2;TORBALI;KUŞÇUBURUN;453;10,82
2020;2;TORBALI;MURATBEY;5588;9,36
2020;2;TORBALI;MUSTAFA KEMAL ATATÜRK;192;12,45
2020;2;TORBALI;NAİME;79;10,46
2020;2;TORBALI;ORMANKÖY;60;7,23
2020;2;TORBALI;ORTAKÖY;16;7,6
2020;2;TORBALI;PAMUKYAZI;393;12,05
2020;2;TORBALI;PANCAR;358;8,21
2020;2;TORBALI;SAĞLIK;49;8,33
2020;2;TORBALI;SAİPLER;130;7,45
2020;2;TORBALI;SUBAŞI;469;9,01
2020;2;TORBALI;TAŞKESİK;69;11,96
2020;2;TORBALI;TEPEKÖY;2181;8,13
2020;2;TORBALI;TORBALI;6152;9,02
2020;2;TORBALI;TULUM;85;9,13
2020;2;TORBALI;TÜRKMENKÖY;312;8,17
2020;2;TORBALI;YAZIBAŞI;808;8,52
2020;2;TORBALI;YEDİ EYLÜL;431;10,36
2020;2;TORBALI;YEMİŞLİK;351;9,62
2020;2;TORBALI;YENİ;298;10,87
2020;2;TORBALI;YENİKÖY;435;10,44
2020;2;TORBALI;YEŞİLKÖY;209;8,3
2020;2;TORBALI;YOĞURTÇULAR;94;9,07
2020;2;TORBALI;ÇAKIRBEYLİ;285;7,59
2020;2;TORBALI;ÇAMLICA;83;6,91
2020;2;TORBALI;ÇAPAK;539;9,37
2020;2;TORBALI;ÇAYBAŞI;384;8,38
2020;2;TORBALI;ÖZBEY;574;15,55
2020;2;TORBALI;İNÖNÜ;4275;8,58
2020;2;TORBALI;İSTİKLAL;491;8,35
2020;2;TORBALI;ŞEHİTLER;239;8,71
2020;2;TİRE;4 EYLÜL;1399;8,06
2020;2;TİRE;ADNAN MENDERES;1009;9,21
2020;2;TİRE;AKKOYUNLU;67;20,46
2020;2;TİRE;AKMESCİT;144;8,23
2020;2;TİRE;AKYURT;146;8,04
2020;2;TİRE;AKÇAŞEHİR;114;7,84
2020;2;TİRE;ALAYLI;106;19,04
2020;2;TİRE;ARMUTLU;9;6,18
2020;2;TİRE;ATATÜRK;1493;8,68
2020;2;TİRE;AYAKLIKIRI;1;1,82
2020;2;TİRE;BAHARİYE;392;5,91
2020;2;TİRE;BAŞKÖY;139;10,95
2020;2;TİRE;BÜYÜKKALE;167;10,66
2020;2;TİRE;BÜYÜKKEMERDERE;116;11,14
2020;2;TİRE;CAMBAZLI;95;8,43
2020;2;TİRE;CUMHURİYET;1426;7,04
2020;2;TİRE;DAĞDERE;76;11,13
2020;2;TİRE;DERE;568;5,93
2020;2;TİRE;DUATEPE;142;6,84
2020;2;TİRE;DUMLUPINAR;237;5,88
2020;2;TİRE;DÜNDARLI;75;6,46
2020;2;TİRE;ERTUĞRUL;270;6,62
2020;2;TİRE;ESKİOBA;217;9,23
2020;2;TİRE;FATİH;2567;8,83
2020;2;TİRE;GÖKÇEN;406;8,66
2020;2;TİRE;HALKAPINAR;64;10,13
2020;2;TİRE;HASANÇAVUŞLAR;30;9,93
2020;2;TİRE;HÜRRİYET;2765;8,41
2020;2;TİRE;KAHRAT;329;8,6
2020;2;TİRE;KARACA ALİ;118;5,56
2020;2;TİRE;KARATEKE;146;18
2020;2;TİRE;KETENCİ;524;6,99
2020;2;TİRE;KURTULUŞ;1709;7,06
2020;2;TİRE;KURŞAK;64;13,77
2020;2;TİRE;KÜRDÜLLÜ;1;22,03
2020;2;TİRE;KÜÇÜKBURUN;36;9,24
2020;2;TİRE;KÜÇÜKKALE;105;14,45
2020;2;TİRE;KÜÇÜKKEMERDERE;202;10,59
2020;2;TİRE;KÜÇÜKKÖMÜRCÜ;37;4,99
2020;2;TİRE;MEHMETLER;92;8,78
2020;2;TİRE;MUSALAR;76;9,12
2020;2;TİRE;ORTAKÖY;27;16,37
2020;2;TİRE;PAŞA;333;6,03
2020;2;TİRE;TOKİ;754;7,48
2020;2;TİRE;TOPALAK;53;6,97
2020;2;TİRE;TURAN;352;6,29
2020;2;TİRE;TURGUTLU;36;10,19
2020;2;TİRE;YEMİŞLER;38;10,02
2020;2;TİRE;YENİ;503;6
2020;2;TİRE;YENİÇİFTLİK;178;13,66
2020;2;TİRE;ÇAYIRLI;72;13,83
2020;2;TİRE;ÇUKURKÖY;29;14,27
2020;2;TİRE;ÜZÜMLER;84;13,62
2020;2;TİRE;İBNİ MELEK;1075;8,87
2020;2;TİRE;İHSANİYE;588;7,26
2020;2;TİRE;İPEKÇİLER;585;6,91
2020;2;TİRE;İSTİKLAL;522;5,82
2020;2;URLA;ALTINTAŞ;963;8,86
2020;2;URLA;ATATÜRK;1315;7,48
2020;2;URLA;BADEMLER;472;10,55
2020;2;URLA;BALIKLIOVA;375;7,83
2020;2;URLA;BARBAROS;171;10,03
2020;2;URLA;BİRGİ;47;4,99
2020;2;URLA;CAMİATİK;196;8,87
2020;2;URLA;DEMİRCİLİ;54;8,87
2020;2;URLA;DENİZLİ;761;7,06
2020;2;URLA;GÜLBAHÇE;1344;6,36
2020;2;URLA;GÜVENDİK;785;7,23
2020;2;URLA;HACI İSA;531;8,01
2020;2;URLA;KADIOVACIK;101;7,42
2020;2;URLA;KALABAK;1269;9,25
2020;2;URLA;KUŞÇULAR;215;11,5
2020;2;URLA;M.FEVZİ ÇAKMAK;973;9,32
2020;2;URLA;NAİPLİ;27;12,68
2020;2;URLA;NOHUTALAN;44;10,58
2020;2;URLA;OVACIK;47;9,49
2020;2;URLA;RÜSTEM;150;10,45
2020;2;URLA;SIRA;630;9,5
2020;2;URLA;TORASAN;284;6,62
2020;2;URLA;UZUNKUYU;174;9,24
2020;2;URLA;YAKA;1534;8,61
2020;2;URLA;YAĞCILAR;74;10,12
2020;2;URLA;YELALTI;401;8,57
2020;2;URLA;YENİ;232;8,28
2020;2;URLA;YENİCE;513;9
2020;2;URLA;YENİKENT;796;8,56
2020;2;URLA;ZEYTİNALANI;708;8,86
2020;2;URLA;ZEYTİNELİ;144;6,9
2020;2;URLA;ZEYTİNLER;127;9,06
2020;2;URLA;ÇAMLIÇAY;951;8,95
2020;2;URLA;ÖZBEK;482;8,61
2020;2;URLA;İSKELE;728;7,95
2020;2;URLA;İÇMELER;351;7,89
2020;2;URLA;ŞİRİNKENT;434;9,2
2020;2;ÇEŞME;16 EYLÜL;1081;7,49
2020;2;ÇEŞME;ALAÇATI;2382;8,41
2020;2;ÇEŞME;ALTINKUM;21;3,98
2020;2;ÇEŞME;ALTINYUNUS;159;8,16
2020;2;ÇEŞME;ARDIÇ;206;10,98
2020;2;ÇEŞME;BOYALIK;128;6,02
2020;2;ÇEŞME;CELAL BAYAR;325;7,72
2020;2;ÇEŞME;CUMHURİYET;210;6,86
2020;2;ÇEŞME;DALYAN;725;7,26
2020;2;ÇEŞME;FAHRETTİNPAŞA;106;8,2
2020;2;ÇEŞME;GERMİYAN;212;10,97
2020;2;ÇEŞME;ILDIR;110;8,73
2020;2;ÇEŞME;ILICA;271;5,89
2020;2;ÇEŞME;MUSALLA;1667;7,35
2020;2;ÇEŞME;OVACIK;657;9,62
2020;2;ÇEŞME;PLAJ EVLERİ;1;5,17
2020;2;ÇEŞME;REİSDERE;460;9,26
2020;2;ÇEŞME;SAKARYA;199;8,76
2020;2;ÇEŞME;YALI;2;7,16
2020;2;ÇEŞME;ÇAKABEY;31;13,68
2020;2;ÇEŞME;ÇİFTLİK;802;7,88
2020;2;ÇEŞME;ÜNİVERSİTE;225;6,15
2020;2;ÇEŞME;İSMET İNÖNÜ;1501;7,67
2020;2;ÇEŞME;ŞİFNE;1;2,07
2020;2;ÇİĞLİ;AHMET EFENDİ;396;8,09
2020;2;ÇİĞLİ;AHMET TANER KIŞLALI;2507;8,49
2020;2;ÇİĞLİ;AOSB;11;9,09
2020;2;ÇİĞLİ;ATATÜRK;3116;8,41
2020;2;ÇİĞLİ;ATAŞEHİR;8308;9,25
2020;2;ÇİĞLİ;AYDINLIKEVLER;1176;8,83
2020;2;ÇİĞLİ;BALATÇIK;4227;7,35
2020;2;ÇİĞLİ;CUMHURİYET;2104;8,77
2020;2;ÇİĞLİ;EGEKENT;3112;8,25
2020;2;ÇİĞLİ;ESENTEPE;1740;8,48
2020;2;ÇİĞLİ;EVKA-2;1541;8,23
2020;2;ÇİĞLİ;EVKA-5;4681;8,04
2020;2;ÇİĞLİ;EVKA-6;919;7,39
2020;2;ÇİĞLİ;GÜZELTEPE;1848;8,55
2020;2;ÇİĞLİ;HARMANDALI GAZİ MUSTAFA KEMAL ATATÜRK;642;8,26
2020;2;ÇİĞLİ;KAKLIÇ;394;13,18
2020;2;ÇİĞLİ;KÖYİÇİ;1318;7,66
2020;2;ÇİĞLİ;KÜÇÜK ÇİĞLİ;6713;8,87
2020;2;ÇİĞLİ;MALTEPE;1205;9,14
2020;2;ÇİĞLİ;SASALI MERKEZ;951;11,32
2020;2;ÇİĞLİ;UĞUR MUMCU;1400;9,12
2020;2;ÇİĞLİ;YAKAKENT;2356;8,68
2020;2;ÇİĞLİ;YENİ MAHALLE;3607;8,08
2020;2;ÇİĞLİ;ÇAĞDAŞ;2207;8,27
2020;2;ÇİĞLİ;ÇİĞLİ;54;8,06
2020;2;ÇİĞLİ;İNÖNÜ;1935;9,17
2020;2;ÇİĞLİ;İZKENT;2360;8,15
2020;2;ÇİĞLİ;ŞİRİNTEPE;2676;8,01
2020;2;ÖDEMİŞ;AKINCILAR;625;7,06
2020;2;ÖDEMİŞ;ALAŞARLI;143;15,12
2020;2;ÖDEMİŞ;ANAFARTALAR;3022;7,68
2020;2;ÖDEMİŞ;ATATÜRK;3227;7,37
2020;2;ÖDEMİŞ;BADEMLİ;666;7,52
2020;2;ÖDEMİŞ;BALABANLI;232;25,94
2020;2;ÖDEMİŞ;BEBEKLER;5;12,6
2020;2;ÖDEMİŞ;BENGİSU;1778;7,68
2020;2;ÖDEMİŞ;BEYAZITLAR;76;10,24
2020;2;ÖDEMİŞ;BIÇAKÇI;464;11,48
2020;2;ÖDEMİŞ;BOZCAYAKA;151;14,37
2020;2;ÖDEMİŞ;BUCAK;105;12,12
2020;2;ÖDEMİŞ;BÜLBÜLLER;46;8,91
2020;2;ÖDEMİŞ;BÜYÜKAVULCUK;100;22,57
2020;2;ÖDEMİŞ;BİRGİ;723;8,93
2020;2;ÖDEMİŞ;CUMHURİYET;1620;7,41
2020;2;ÖDEMİŞ;DEMİRCİLİ;308;14,39
2020;2;ÖDEMİŞ;DEMİRDERE;146;12,46
2020;2;ÖDEMİŞ;DEREUZUNYER;4;16,16
2020;2;ÖDEMİŞ;DOLAYLAR;73;13,98
2020;2;ÖDEMİŞ;EMMİOĞLU;630;7,06
2020;2;ÖDEMİŞ;EMİRLİ;229;13,73
2020;2;ÖDEMİŞ;ERTUĞRUL;208;16,99
2020;2;ÖDEMİŞ;GERELİ;262;20,02
2020;2;ÖDEMİŞ;GERÇEKLİ;153;18,1
2020;2;ÖDEMİŞ;GÖLCÜK;386;8,83
2020;2;ÖDEMİŞ;GÜNEY;124;10,18
2020;2;ÖDEMİŞ;GÜNLÜCE;380;17,43
2020;2;ÖDEMİŞ;HACIHASAN;46;8,94
2020;2;ÖDEMİŞ;HAMAM;188;11,63
2020;2;ÖDEMİŞ;HORZUM;153;10,31
2020;2;ÖDEMİŞ;HÜRRİYET;1861;7,54
2020;2;ÖDEMİŞ;IŞIK;30;10,03
2020;2;ÖDEMİŞ;KARADOĞAN;176;14,08
2020;2;ÖDEMİŞ;KARAKOVA;26;25,3
2020;2;ÖDEMİŞ;KAYAKÖY;468;6,35
2020;2;ÖDEMİŞ;KAYMAKÇI;1286;8,79
2020;2;ÖDEMİŞ;KAZANLI;140;19,7
2020;2;ÖDEMİŞ;KEMENLER;107;10,44
2020;2;ÖDEMİŞ;KEMER;1;12,86
2020;2;ÖDEMİŞ;KERPİÇLİK;92;3,88
2020;2;ÖDEMİŞ;KIZILCAAVLU;191;16,83
2020;2;ÖDEMİŞ;KIŞLA;28;8,26
2020;2;ÖDEMİŞ;KONAKLI;456;7,25
2020;2;ÖDEMİŞ;KURUCUOVA;299;19,58
2020;2;ÖDEMİŞ;KUTLUBEYLER;53;11,84
2020;2;ÖDEMİŞ;KUVVETLİ;579;7,08
2020;2;ÖDEMİŞ;KÜRE;136;8,05
2020;2;ÖDEMİŞ;KÜÇÜKAVULCUK;194;16,67
2020;2;ÖDEMİŞ;KÜÇÜKÖREN;125;12,35
2020;2;ÖDEMİŞ;MESCİTLİ;255;13,51
2020;2;ÖDEMİŞ;MEŞRUTİYET;346;7,48
2020;2;ÖDEMİŞ;MURSALLI;92;17,32
2020;2;ÖDEMİŞ;MİMAR SİNAN;757;7,43
2020;2;ÖDEMİŞ;OCAKLI;175;18,15
2020;2;ÖDEMİŞ;ORHANGAZİ;89;7,48
2020;2;ÖDEMİŞ;ORTAKÖY;47;10,21
2020;2;ÖDEMİŞ;OVAKENT;758;7,03
2020;2;ÖDEMİŞ;PİRİNÇÇİ;150;8,43
2020;2;ÖDEMİŞ;SEKİKÖY;153;19,45
2020;2;ÖDEMİŞ;SEYREKLİ;210;13,68
2020;2;ÖDEMİŞ;SUÇIKTI;38;5,39
2020;2;ÖDEMİŞ;SÜLEYMAN DEMİREL;3344;8,47
2020;2;ÖDEMİŞ;TEKKE;1;0,98
2020;2;ÖDEMİŞ;TOSUNLAR;41;5,37
2020;2;ÖDEMİŞ;TÜRKMEN;1515;6,62
2020;2;ÖDEMİŞ;TÜRKÖNÜ;104;15,45
2020;2;ÖDEMİŞ;UMURBEY;958;7,06
2020;2;ÖDEMİŞ;VELİLER;44;3,19
2020;2;ÖDEMİŞ;YENİCEKÖY;245;13,34
2020;2;ÖDEMİŞ;YENİKÖY;318;17,14
2020;2;ÖDEMİŞ;YEŞİLKÖY;64;13,87
2020;2;ÖDEMİŞ;YILANLI;37;6,36
2020;2;ÖDEMİŞ;YOLÜSTÜ;391;19,23
2020;2;ÖDEMİŞ;YUSUFDERE;144;10,05
2020;2;ÖDEMİŞ;ZAFER;3704;8,3
2020;2;ÖDEMİŞ;ÇAMLICA;138;11,8
2020;2;ÖDEMİŞ;ÇAMYAYLA;107;7,73
2020;2;ÖDEMİŞ;ÇAYIR;158;11,88
2020;2;ÖDEMİŞ;ÇAYLI;505;8,94
2020;2;ÖDEMİŞ;ÇAĞLAYAN;33;14,74
2020;2;ÖDEMİŞ;ÇOBANLAR;17;18,69
2020;2;ÖDEMİŞ;ÜZÜMLÜ;78;14,55
2020;2;ÖDEMİŞ;ÜÇ EYLÜL;1323;7,51
2020;2;ÖDEMİŞ;ÜÇKONAK;178;12,15
2020;2;ÖDEMİŞ;İLKKURŞUN;86;7,17
2020;2;ÖDEMİŞ;İNÖNÜ;3104;7,68
2020;2;ÖDEMİŞ;ŞİRİNKÖY;1;8,91
2020;3;ALİAĞA;ATATÜRK;2654;9,48
2020;3;ALİAĞA;AŞAĞIŞAKRAN;95;7,24
2020;3;ALİAĞA;B.HAYRETTİN PAŞA;413;8,43
2020;3;ALİAĞA;BAHÇEDERE;24;9,4
2020;3;ALİAĞA;BOZKÖY;200;9,73
2020;3;ALİAĞA;FATİH;563;8,36
2020;3;ALİAĞA;HACIÖMERLİ;317;9,97
2020;3;ALİAĞA;HOROZGEDİĞİ;85;12,95
2020;3;ALİAĞA;KALABAK;140;8,14
2020;3;ALİAĞA;KARAKUZU;1;6,9
2020;3;ALİAĞA;KAZIM DİRİK;2797;9,04
2020;3;ALİAĞA;KURTULUŞ;2428;9,09
2020;3;ALİAĞA;KÜLTÜR;2500;9,2
2020;3;ALİAĞA;MİMAR SİNAN;387;8,06
2020;3;ALİAĞA;SAMURLU;1;57,38
2020;3;ALİAĞA;SİTELER;2645;9,88
2020;3;ALİAĞA;YALI;947;10,78
2020;3;ALİAĞA;YENİ;418;9,75
2020;3;ALİAĞA;YENİŞAKRAN;1892;8,02
2020;3;ALİAĞA;YUKARI ŞEHİTKEMAL;95;11,51
2020;3;ALİAĞA;YÜKSEKKÖY;47;7,96
2020;3;ALİAĞA;ÇAKMAKLI;366;7,05
2020;3;ALİAĞA;ÇALTILIDERE;301;7,94
2020;3;ALİAĞA;ÇITAK;1;50
2020;3;ALİAĞA;ÇORAKLAR;15;5,89
2020;3;ALİAĞA;ŞEHİTKEMAL;238;9,42
2020;3;BALÇOVA;BAHÇELERARASI;31;10,05
2020;3;BALÇOVA;EĞİTİM;5306;8,13
2020;3;BALÇOVA;FEVZİ ÇAKMAK;4128;7,89
2020;3;BALÇOVA;KORUTÜRK;4001;8,29
2020;3;BALÇOVA;ONUR;6259;7,91
2020;3;BALÇOVA;TELEFERİK;3044;8,51
2020;3;BALÇOVA;ÇETİN EMEÇ;2730;8,58
2020;3;BALÇOVA;İNCİRALTI;78;11,71
2020;3;BAYINDIR;ALANKÖY;69;3,92
2020;3;BAYINDIR;ARIKBAŞI;251;11,79
2020;3;BAYINDIR;ATATÜRK;168;9,33
2020;3;BAYINDIR;BALCILAR;94;6,04
2020;3;BAYINDIR;BIYIKLAR;210;7,03
2020;3;BAYINDIR;CAMİİ;164;6,4
2020;3;BAYINDIR;CUMHURİYET;190;8,09
2020;3;BAYINDIR;DEMİRCİLİK;136;8,15
2020;3;BAYINDIR;DEREKÖY;31;9,83
2020;3;BAYINDIR;ELİFLİ;140;8,26
2020;3;BAYINDIR;ERGENLİ;2;4,05
2020;3;BAYINDIR;FATİH;901;8,4
2020;3;BAYINDIR;FIRINLI;365;11,95
2020;3;BAYINDIR;HACI BEŞİR;236;6,86
2020;3;BAYINDIR;HACI İBRAHİM;502;7,37
2020;3;BAYINDIR;HASKÖY;204;16,34
2020;3;BAYINDIR;HATAY;73;6,59
2020;3;BAYINDIR;HAVUZBAŞI;73;13,59
2020;3;BAYINDIR;HİSARLIK;1;1,56
2020;3;BAYINDIR;KARAHALİLLİ;5;12,86
2020;3;BAYINDIR;KARAVELİLER;129;13,83
2020;3;BAYINDIR;KIZILCAOVA;280;12,57
2020;3;BAYINDIR;KIZILKEÇİLİ;1;4,21
2020;3;BAYINDIR;KIZILOBA;1;6,86
2020;3;BAYINDIR;KURT;135;7,21
2020;3;BAYINDIR;MEKTEP;246;8,88
2020;3;BAYINDIR;MİTHATPAŞA;278;8,46
2020;3;BAYINDIR;NECATİ UZA;92;12,25
2020;3;BAYINDIR;ORTA;63;6,32
2020;3;BAYINDIR;OSMANLAR;76;8,21
2020;3;BAYINDIR;PINARLI;352;17,51
2020;3;BAYINDIR;SADIKPAŞA;1354;8,6
2020;3;BAYINDIR;SARIYURT;131;7,12
2020;3;BAYINDIR;TOKATBAŞI;120;13,73
2020;3;BAYINDIR;TURAN;8;5,21
2020;3;BAYINDIR;YAKACIK;1;7,74
2020;3;BAYINDIR;YAKAPINAR;336;6,82
2020;3;BAYINDIR;YENİ;205;6,48
2020;3;BAYINDIR;YENİCE;8;4,75
2020;3;BAYINDIR;YEŞİLOVA;53;4,17
2020;3;BAYINDIR;YUSUFLU;204;12,35
2020;3;BAYINDIR;ZEYTİNOVA;417;7,79
2020;3;BAYINDIR;ÇAMLIBEL;1;1,36
2020;3;BAYINDIR;ÇENİKLER;38;6,52
2020;3;BAYINDIR;ÇINAR;14;9,84
2020;3;BAYINDIR;ÇIRPI CAMİ;239;10,29
2020;3;BAYINDIR;ÇİFTÇİGEDİĞİ;82;7,58
2020;3;BAYINDIR;İBRAHİMÇAVUŞ;184;8,67
2020;3;BAYRAKLI;75. YIL;354;9,75
2020;3;BAYRAKLI;ADALET;4417;9,57
2020;3;BAYRAKLI;ALPASLAN;2272;9,12
2020;3;BAYRAKLI;BAYRAKLI;1822;8,34
2020;3;BAYRAKLI;BAYRAKLI 2;108;9,77
2020;3;BAYRAKLI;CENGİZHAN;2397;9,69
2020;3;BAYRAKLI;DOĞANÇAY;203;10,65
2020;3;BAYRAKLI;EMEK;1089;9,2
2020;3;BAYRAKLI;FUAT EDİP BAKSI;3367;8,57
2020;3;BAYRAKLI;GÜMÜŞPALA;1848;8,7
2020;3;BAYRAKLI;KÖRFEZ;50;9,77
2020;3;BAYRAKLI;MANAVKUYU;6054;8,96
2020;3;BAYRAKLI;MANSUROĞLU;5170;8,58
2020;3;BAYRAKLI;MUHİTTİN ERENER;2077;9,35
2020;3;BAYRAKLI;ONUR;1517;10,54
2020;3;BAYRAKLI;ORG.NAFİZ GÜRMAN;1221;10,01
2020;3;BAYRAKLI;OSMANGAZİ ;7727;9,43
2020;3;BAYRAKLI;POSTACILAR;1543;9,43
2020;3;BAYRAKLI;R.ŞEVKET İNCE;2765;9,43
2020;3;BAYRAKLI;SOĞUKKUYU;849;9,21
2020;3;BAYRAKLI;TEPEKULE;3101;8,99
2020;3;BAYRAKLI;YAMANLAR;1555;10,18
2020;3;BAYRAKLI;ÇAY;2206;8,58
2020;3;BAYRAKLI;ÇİÇEK;2801;8,26
2020;3;BERGAMA;AHMETBEYLER;1;3,8
2020;3;BERGAMA;AKÇENGER;2;4,92
2020;3;BERGAMA;ALİBEYLİ;1;8,08
2020;3;BERGAMA;ATATÜRK;1320;7,83
2020;3;BERGAMA;ATMACA;250;8,61
2020;3;BERGAMA;AYASKENT;228;8,42
2020;3;BERGAMA;AYVATLAR;88;7,64
2020;3;BERGAMA;AŞAĞIBEY;220;9,44
2020;3;BERGAMA;AŞAĞICUMA;207;10,42
2020;3;BERGAMA;AŞAĞIILGINDERE;1;0,37
2020;3;BERGAMA;BAHÇELİEVLER;1853;8,42
2020;3;BERGAMA;BARBAROS;185;6,55
2020;3;BERGAMA;BOZKÖY;1;7
2020;3;BERGAMA;BÖLCEK;402;8,77
2020;3;BERGAMA;DEMİRCİDERE;51;7,12
2020;3;BERGAMA;ERTUĞRUL;927;7,71
2020;3;BERGAMA;EĞRİGÖL;2;4,08
2020;3;BERGAMA;EĞİLLER;1;10,12
2020;3;BERGAMA;FATİH;3230;8,82
