YIL;AY;ILCE;MAHALLE;ABONE_ADEDI;ORTALAMA_TUKETIM
2020;1;ALİAĞA;ATATÜRK;2612;9,47
2020;1;ALİAĞA;AŞAĞIŞAKRAN;89;7,16
2020;1;ALİAĞA;B.HAYRETTİN PAŞA;387;9,08
2020;1;ALİAĞA;BAHÇEDERE;25;7,83
2020;1;ALİAĞA;BOZKÖY;170;9,33
2020;1;ALİAĞA;FATİH;544;8,37
2020;1;ALİAĞA;GÜZELHİSAR;182;8,48
2020;1;ALİAĞA;HACIÖMERLİ;307;7,93
2020;1;ALİAĞA;HOROZGEDİĞİ;84;15,04
2020;1;ALİAĞA;KALABAK;136;7,3
2020;1;ALİAĞA;KAPUKAYA;50;5,54
2020;1;ALİAĞA;KARAKUZU;210;7,65
2020;1;ALİAĞA;KARAKÖY;57;8,31
2020;1;ALİAĞA;KAZIM DİRİK;2773;9,09
2020;1;ALİAĞA;KURTULUŞ;2639;9,07
2020;1;ALİAĞA;KÜLTÜR;2646;9,33
2020;1;ALİAĞA;MİMAR SİNAN;386;8,02
2020;1;ALİAĞA;SAMURLU;109;8,3
2020;1;ALİAĞA;SİTELER;2599;9,79
2020;1;ALİAĞA;UZUNHASANLAR;102;11,01
2020;1;ALİAĞA;YALI;1049;9,76
2020;1;ALİAĞA;YENİ;6266;9,65
2020;1;ALİAĞA;YENİŞAKRAN;1794;7,82
2020;1;ALİAĞA;YUKARI ŞEHİTKEMAL;91;10,16
2020;1;ALİAĞA;YÜKSEKKÖY;40;7,22
2020;1;ALİAĞA;ÇAKMAKLI;280;8,29
2020;1;ALİAĞA;ÇALTILIDERE;273;8,02
2020;1;ALİAĞA;ÇITAK;219;7,83
2020;1;ALİAĞA;ÇORAKLAR;13;7,19
2020;1;ALİAĞA;ŞEHİTKEMAL;236;9,81
2020;1;BALÇOVA;BAHÇELERARASI;35;9,22
2020;1;BALÇOVA;EĞİTİM;5257;8,17
2020;1;BALÇOVA;FEVZİ ÇAKMAK;4087;7,8
2020;1;BALÇOVA;KORUTÜRK;3949;8,26
2020;1;BALÇOVA;ONUR;6309;7,89
2020;1;BALÇOVA;TELEFERİK;3050;8,59
2020;1;BALÇOVA;ÇETİN EMEÇ;3844;8,11
2020;1;BALÇOVA;İNCİRALTI;87;9,66
2020;1;BAYINDIR;ALANKIYI;114;7,35
2020;1;BAYINDIR;ALANKÖY;64;3,94
2020;1;BAYINDIR;ARIKBAŞI;253;11,69
2020;1;BAYINDIR;ATATÜRK;159;8,48
2020;1;BAYINDIR;BALCILAR;108;5,98
2020;1;BAYINDIR;BIYIKLAR;212;6,91
2020;1;BAYINDIR;BURUNCUK;104;14,5
2020;1;BAYINDIR;CAMİİ;210;6,18
2020;1;BAYINDIR;CUMHURİYET;188;8,17
2020;1;BAYINDIR;DEMİRCİLİK;226;7,5
2020;1;BAYINDIR;DEREKÖY;74;15,18
2020;1;BAYINDIR;DERNEKLİ;43;6,99
2020;1;BAYINDIR;ELİFLİ;136;8,73
2020;1;BAYINDIR;ERGENLİ;143;7,58
2020;1;BAYINDIR;FATİH;907;8,08
2020;1;BAYINDIR;FIRINLI;367;11,02
2020;1;BAYINDIR;GAZİLER;24;4,83
2020;1;BAYINDIR;HACI BEŞİR;236;6,35
2020;1;BAYINDIR;HACI İBRAHİM;498;6,75
2020;1;BAYINDIR;HASKÖY;203;15,77
2020;1;BAYINDIR;HATAY;203;7,57
2020;1;BAYINDIR;HAVUZBAŞI;64;13,97
2020;1;BAYINDIR;HİSARLIK;96;9,91
2020;1;BAYINDIR;KABAAĞAÇ;13;14,74
2020;1;BAYINDIR;KARAHALİLLİ;96;10,17
2020;1;BAYINDIR;KARAHAYIT;8;8,18
2020;1;BAYINDIR;KARAPINAR;13;16,22
2020;1;BAYINDIR;KARAVELİLER;133;12,06
2020;1;BAYINDIR;KIZILCAAĞAÇ;77;15,24
2020;1;BAYINDIR;KIZILCAOVA;283;11,04
2020;1;BAYINDIR;KIZILKEÇİLİ;183;7,19
2020;1;BAYINDIR;KIZILOBA;180;8,49
2020;1;BAYINDIR;KURT;254;6,58
2020;1;BAYINDIR;LÜTUFLAR;137;7,66
2020;1;BAYINDIR;MEKTEP;238;8,87
2020;1;BAYINDIR;MİTHATPAŞA;276;8,2
2020;1;BAYINDIR;NECATİ UZA;91;11,07
2020;1;BAYINDIR;ORTA;73;6,43
2020;1;BAYINDIR;OSMANLAR;62;6,87
2020;1;BAYINDIR;PINARLI;345;17,7
2020;1;BAYINDIR;SADIKPAŞA;1401;8,52
2020;1;BAYINDIR;SARIYURT;130;7,13
2020;1;BAYINDIR;SÖĞÜTÖREN;175;7,81
2020;1;BAYINDIR;TOKATBAŞI;107;12,37
2020;1;BAYINDIR;TURAN;129;11,07
2020;1;BAYINDIR;YAKACIK;153;17,63
2020;1;BAYINDIR;YAKAPINAR;309;6,68
2020;1;BAYINDIR;YENİ;261;6,3
2020;1;BAYINDIR;YENİCE;27;7,06
2020;1;BAYINDIR;YEŞİLOVA;267;8,02
2020;1;BAYINDIR;YUSUFLU;242;10,46
2020;1;BAYINDIR;ZEYTİNOVA;427;6,79
2020;1;BAYINDIR;ÇAMLIBEL;14;4,07
2020;1;BAYINDIR;ÇENİKLER;27;7,83
2020;1;BAYINDIR;ÇINAR;42;5,78
2020;1;BAYINDIR;ÇINARDİBİ;280;7,58
2020;1;BAYINDIR;ÇIRPI CAMİ;231;8,63
2020;1;BAYINDIR;ÇİFTÇİGEDİĞİ;75;8,39
2020;1;BAYINDIR;İBRAHİMÇAVUŞ;178;7,72
2020;1;BAYRAKLI;75. YIL;351;9,54
2020;1;BAYRAKLI;ADALET;5442;9,2
2020;1;BAYRAKLI;ALPASLAN;2575;8,77
2020;1;BAYRAKLI;BAYRAKLI;2371;8,32
2020;1;BAYRAKLI;BAYRAKLI 2;134;9,85
2020;1;BAYRAKLI;CENGİZHAN;3325;9,59
2020;1;BAYRAKLI;DOĞANÇAY;484;9,72
2020;1;BAYRAKLI;EMEK;2884;8,55
2020;1;BAYRAKLI;FUAT EDİP BAKSI;3986;8,33
2020;1;BAYRAKLI;GÜMÜŞPALA;3643;8,61
2020;1;BAYRAKLI;KÖRFEZ;1017;8,59
2020;1;BAYRAKLI;MANAVKUYU;5891;8,92
2020;1;BAYRAKLI;MANSUROĞLU;5558;8,52
2020;1;BAYRAKLI;MUHİTTİN ERENER;2321;8,97
2020;1;BAYRAKLI;ONUR;3415;10,3
2020;1;BAYRAKLI;ORG.NAFİZ GÜRMAN;3438;9,84
2020;1;BAYRAKLI;OSMANGAZİ ;7573;9,37
2020;1;BAYRAKLI;POSTACILAR;2978;9,54
2020;1;BAYRAKLI;R.ŞEVKET İNCE;3091;9,3
2020;1;BAYRAKLI;SOĞUKKUYU;3768;9,55
2020;1;BAYRAKLI;TEPEKULE;4798;8,88
2020;1;BAYRAKLI;TURAN;40;8,34
2020;1;BAYRAKLI;YAMANLAR;4559;9,65
2020;1;BAYRAKLI;ÇAY;2375;8,53
2020;1;BAYRAKLI;ÇİÇEK;3116;8,11
2020;1;BERGAMA;AHMETBEYLER;1;0,34
2020;1;BERGAMA;AKÇENGER;91;6,91
2020;1;BERGAMA;ALACALAR;34;9,54
2020;1;BERGAMA;ATATÜRK;1395;7,93
2020;1;BERGAMA;ATMACA;252;8,05
2020;1;BERGAMA;AYASKENT;235;8,15
2020;1;BERGAMA;AYVATLAR;100;7,74
2020;1;BERGAMA;AŞAĞIBEY;231;9,52
2020;1;BERGAMA;AŞAĞICUMA;218;10,05
2020;1;BERGAMA;AŞAĞIKIRIKLAR;196;11,48
2020;1;BERGAMA;BAHÇELİEVLER;1825;8,16
2020;1;BERGAMA;BARBAROS;203;6,36
2020;1;BERGAMA;BEKİRLER;15;4,44
2020;1;BERGAMA;BERGAMA-KÜÇÜKKAYA KÖYÜ;172;11,31
2020;1;BERGAMA;BERGAMA-ÇAMTEPE KÖYÜ;1;0,31
2020;1;BERGAMA;BOZYERLER;63;8,02
2020;1;BERGAMA;BÖLCEK;398;8,57
2020;1;BERGAMA;DEMİRCİDERE;54;8,56
2020;1;BERGAMA;ERTUĞRUL;959;7,86
2020;1;BERGAMA;FATİH;5569;8,14
2020;1;BERGAMA;FEVZİPAŞA;583;8,81
2020;1;BERGAMA;GAYLAN;44;7,29
2020;1;BERGAMA;GAZİOSMANPAŞA;2341;8,18
2020;1;BERGAMA;GAZİPAŞA;213;5,67
2020;1;BERGAMA;GÖBELLER;128;10,31
2020;1;BERGAMA;GÖÇBEYLİ;564;7
2020;1;BERGAMA;GÜNEŞLİ;72;9,48
2020;1;BERGAMA;HACIHAMZALAR;87;7,95
2020;1;BERGAMA;HACILAR (DEREKÖY BUCAĞI);70;4,06
2020;1;BERGAMA;HALİLAĞALAR;1;4,62
2020;1;BERGAMA;HİSARKÖY;74;6,63
2020;1;BERGAMA;KADRİYE;2;21,11
2020;1;BERGAMA;KALEARDI;1;12,69
2020;1;BERGAMA;KAPIKAYA;28;5,62
2020;1;BERGAMA;KAPLAN (YUKARIBEY BUCAĞI);123;7,91
2020;1;BERGAMA;KARAVELİLER;241;8,58
2020;1;BERGAMA;KATRANCI;1;5,49
2020;1;BERGAMA;KAŞIKÇI;50;9,63
2020;1;BERGAMA;KIRANLI;144;9,32
2020;1;BERGAMA;KIRCALAR;1;1,71
2020;1;BERGAMA;KOCAHALİLLER;8;3,8
2020;1;BERGAMA;KOCAKÖY;9;5,16
2020;1;BERGAMA;KURFALLI;97;10,73
2020;1;BERGAMA;KURTULUŞ;672;7,14
2020;1;BERGAMA;MALTEPE;3786;7,82
2020;1;BERGAMA;NARLICA;112;21,18
2020;1;BERGAMA;OKÇULAR;132;7,01
2020;1;BERGAMA;OVACIK;152;10,97
2020;1;BERGAMA;PINARKÖY;183;14,94
2020;1;BERGAMA;PİREVELİLER;69;6,36
2020;1;BERGAMA;RAHMANLAR;28;7,34
2020;1;BERGAMA;SARICAOĞLU;1;3,42
2020;1;BERGAMA;SAĞANCI;130;7,69
2020;1;BERGAMA;SELÇUK;507;6,56
2020;1;BERGAMA;SÜLEYMANLI;46;11,89
2020;1;BERGAMA;SİNDEL;72;7,47
2020;1;BERGAMA;TALATPAŞA;269;6,44
2020;1;BERGAMA;TAVUKÇUKURU;65;5,63
2020;1;BERGAMA;TEKKEDERE;84;12,37
2020;1;BERGAMA;TEPEKÖY;259;14,65
2020;1;BERGAMA;TERZİHALİLLER;95;11,32
2020;1;BERGAMA;TIRMANLAR;74;6,21
2020;1;BERGAMA;TOPALLAR;65;8,75
2020;1;BERGAMA;TURABEY;1227;7,75
2020;1;BERGAMA;TİYELTİ;59;10,5
2020;1;BERGAMA;ULUCAMİİ;268;7,22
2020;1;BERGAMA;YALNIZEV;126;21,02
2020;1;BERGAMA;YENİKENT;284;11,17
2020;1;BERGAMA;YERLİTAHTACI;59;6,87
2020;1;BERGAMA;YORTANLI;25;6,09
2020;1;BERGAMA;YUKARIBEY;415;8,97
2020;1;BERGAMA;YUKARICUMA;63;10,98
2020;1;BERGAMA;ZAFER;1499;7,74
2020;1;BERGAMA;ZAĞNOZ;1;17,39
2020;1;BERGAMA;ZEYTİNDAĞ;812;8,72
2020;1;BERGAMA;ÇAKIRLAR;22;11,54
2020;1;BERGAMA;ÇAMAVLU;170;7,36
2020;1;BERGAMA;ÇAMKÖY;73;10,68
2020;1;BERGAMA;ÇELTİKÇİ;77;8,67
2020;1;BERGAMA;ÇOBANLAR;35;4,17
2020;1;BERGAMA;ÇÜRÜKBAĞLAR;75;4,58
2020;1;BERGAMA;ÖRENLİ;1;4,52
2020;1;BERGAMA;ÖRLEMİŞ;6;5,12
2020;1;BERGAMA;ÜÇTEPE;40;3,76
2020;1;BERGAMA;İNCECİKLER;78;7,26
2020;1;BERGAMA;İNKILAP;492;7,26
2020;1;BERGAMA;İSLAMSARAY;273;7,87
2020;1;BEYDAĞ;ADAKÜRE;153;8,75
2020;1;BEYDAĞ;AKTEPE;191;6,84
2020;1;BEYDAĞ;ALAKEÇİLİ;50;10,27
2020;1;BEYDAĞ;ATATÜRK;805;6,66
2020;1;BEYDAĞ;BAKIRKÖY;1;7,69
2020;1;BEYDAĞ;BEYKÖY;105;5,3
2020;1;BEYDAĞ;CUMHURİYET;1043;6,65
2020;1;BEYDAĞ;ERİKLİ;137;8,14
2020;1;BEYDAĞ;EĞRİDERE;72;7,49
2020;1;BEYDAĞ;HALIKÖY;133;12,17
2020;1;BEYDAĞ;KARAOBA;37;11,22
2020;1;BEYDAĞ;KURUDERE;36;13,46
2020;1;BEYDAĞ;MENDERES;47;10,31
2020;1;BEYDAĞ;MUTAFLAR;110;7,89
2020;1;BEYDAĞ;PALAMUTÇUK;78;10,47
2020;1;BEYDAĞ;SARIKAYA;53;14,65
2020;1;BEYDAĞ;TABAKLAR;18;6,59
2020;1;BEYDAĞ;YAĞCILAR;163;10,75
2020;1;BEYDAĞ;YENİYURT;27;4,88
2020;1;BEYDAĞ;YEŞİLTEPE;41;6,18
2020;1;BEYDAĞ;YUKARIAKTEPE;61;7,78
2020;1;BEYDAĞ;YUKARITOSUNLAR;48;21,16
2020;1;BEYDAĞ;ÇAMLIK;119;8,94
2020;1;BEYDAĞ;ÇOMAKLAR;134;9,12
2020;1;BEYDAĞ;ÇİFTLİKKÖY;39;13,6
2020;1;BORNOVA;ATATÜRK;9064;9,32
2020;1;BORNOVA;BARBAROS;3472;9
2020;1;BORNOVA;BEŞYOL;35;9,56
2020;1;BORNOVA;BORNOVA;4;14,27
2020;1;BORNOVA;BİRLİK;2017;8,97
2020;1;BORNOVA;DOĞANLAR;5216;9,66
2020;1;BORNOVA;EGEMENLİK;706;9,19
2020;1;BORNOVA;ERGENE;3574;8,22
2020;1;BORNOVA;ERZENE;7184;8,44
2020;1;BORNOVA;EVKA 3;5410;9,2
2020;1;BORNOVA;EVKA 4;5244;7,81
2020;1;BORNOVA;EĞRİDERE;280;14,55
2020;1;BORNOVA;GAZİ OSMAN PAŞA;3126;8,72
2020;1;BORNOVA;GÖKDERE;128;9,65
2020;1;BORNOVA;GÜRPINAR;2508;10,16
2020;1;BORNOVA;IŞIKLAR;585;10,44
2020;1;BORNOVA;KARACAOĞLAN;1904;9,95
2020;1;BORNOVA;KARAÇAM;129;11,36
2020;1;BORNOVA;KAVAKLIDERE;832;9,77
2020;1;BORNOVA;KAYADİBİ;45;7,57
2020;1;BORNOVA;KAZIMDİRİK;7786;8,25
2020;1;BORNOVA;KEMALPAŞA;2937;9,96
2020;1;BORNOVA;KIZILAY;4857;8,95
2020;1;BORNOVA;KOŞUKAVAK;2186;8,55
2020;1;BORNOVA;KURUDERE;13;10,17
2020;1;BORNOVA;LAKA;104;13,6
2020;1;BORNOVA;MERKEZ;1261;10,13
2020;1;BORNOVA;MERİÇ;1895;8,5
2020;1;BORNOVA;MEVLANA;6066;9,01
2020;1;BORNOVA;NALDÖKEN;2272;9,44
2020;1;BORNOVA;RAFET PAŞA;5176;9,12
2020;1;BORNOVA;SARNIÇKÖY;20;7,28
2020;1;BORNOVA;SERİNTEPE;1674;8,95
2020;1;BORNOVA;TUNA;2122;8,67
2020;1;BORNOVA;YAKAKÖY;301;10,26
2020;1;BORNOVA;YEŞİLOVA;8006;9,37
2020;1;BORNOVA;YEŞİLÇAM;1051;10
2020;1;BORNOVA;YILDIRIM BEYAZIT;1883;8,09
2020;1;BORNOVA;YUNUS EMRE;675;10,29
2020;1;BORNOVA;ZAFER;2695;9,04
2020;1;BORNOVA;ÇAMDİBİ;2;9,19
2020;1;BORNOVA;ÇAMKULE;968;11,42
2020;1;BORNOVA;ÇAMİÇİ;46;10,26
2020;1;BORNOVA;ÇINAR;1191;8,4
2020;1;BORNOVA;ÇİÇEKLİ;73;11,41
2020;1;BORNOVA;ÜMİT;1129;9,41
2020;1;BORNOVA;İNÖNÜ;8135;9,35
2020;1;BUCA;29 EKİM;336;8,27
2020;1;BUCA;ADATEPE;7960;7,56
2020;1;BUCA;AKINCILAR;3745;9,29
2020;1;BUCA;ATATÜRK;7783;7,76
2020;1;BUCA;AYDOĞDU;1100;9,45
2020;1;BUCA;BARIŞ;4572;8,89
2020;1;BUCA;BELENBAŞI;377;8,03
2020;1;BUCA;BUCA KOOP;6022;9,62
2020;1;BUCA;BUCAOSB;2;5
2020;1;BUCA;CUMHURİYET;1538;8,61
2020;1;BUCA;DOĞANCILAR;100;8,73
2020;1;BUCA;DUMLUPINAR;1232;8,76
2020;1;BUCA;DİCLE;1937;9,16
2020;1;BUCA;EFELER;6371;9,15
2020;1;BUCA;FIRAT;6011;9,56
2020;1;BUCA;GAZİLER;1694;8,53
2020;1;BUCA;GÖKSU;7640;9,62
2020;1;BUCA;GÜVEN;2425;8,89
2020;1;BUCA;HÜRRİYET;4974;8,49
2020;1;BUCA;KARACAAĞAÇ;167;10,58
2020;1;BUCA;KARANFİL;1517;7,5
2020;1;BUCA;KAYNAKLAR MERKEZ;341;8,32
2020;1;BUCA;KIRIKLAR;259;8,3
2020;1;BUCA;KOZAĞAÇ;7212;8,4
2020;1;BUCA;KURUÇEŞME;6809;6,99
2020;1;BUCA;LALELİ;2505;8,72
2020;1;BUCA;MENDERES;4502;8,6
2020;1;BUCA;MURATHAN;1201;9,27
2020;1;BUCA;MUSTAFA KEMAL;4541;9,44
2020;1;BUCA;SEYHAN;791;9,68
2020;1;BUCA;UFUK;5182;8,77
2020;1;BUCA;VALİ RAHMİ BEY;2965;8,44
2020;1;BUCA;YAYLACIK;5934;8,63
2020;1;BUCA;YENİGÜN;6600;9,18
2020;1;BUCA;YEŞİLBAĞLAR;5049;9,31
2020;1;BUCA;YILDIZ;7387;9,5
2020;1;BUCA;YILDIZLAR;45;9,08
2020;1;BUCA;YİĞİTLER;5064;8,7
2020;1;BUCA;ZAFER;284;10,88
2020;1;BUCA;ÇALDIRAN;760;8,8
2020;1;BUCA;ÇAMLIK;2852;8,92
2020;1;BUCA;ÇAMLIKULE;6021;9,36
2020;1;BUCA;ÇAMLIPINAR;3088;9,42
2020;1;BUCA;ÇAĞDAŞ;890;7,91
2020;1;BUCA;İNKILAP;3341;8,87
2020;1;BUCA;İNÖNÜ;4905;9,27
2020;1;BUCA;İZKENT;1883;7,72
2020;1;BUCA;ŞİRİNKAPI;1277;9,13
2020;1;DİKİLİ;BAHÇELİ;371;10,96
2020;1;DİKİLİ;CUMHURİYET;181;4,09
2020;1;DİKİLİ;DELİKTAŞ;392;30,23
2020;1;DİKİLİ;DEMİRTAŞ;96;10,78
2020;1;DİKİLİ;DENİZKÖY;1;2,36
2020;1;DİKİLİ;ESENTEPE;127;9,39
2020;1;DİKİLİ;GAZİPAŞA;24;5,39
2020;1;DİKİLİ;KABAKUM;320;14,78
2020;1;DİKİLİ;KATIRALANI;54;11,67
2020;1;DİKİLİ;MERDİVENLİ;59;8,41
2020;1;DİKİLİ;SALİMBEY;1450;6,79
2020;1;DİKİLİ;UZUNBURUN;32;9,99
2020;1;DİKİLİ;YAHŞİBEY;4;19,75
2020;1;DİKİLİ;YAYLAYURT;48;16,73
2020;1;DİKİLİ;ÇANDARLI;2665;5,57
2020;1;DİKİLİ;İSMETPAŞA;3514;7,43
2020;1;FOÇA;ATATÜRK;2362;6,9
2020;1;FOÇA;CUMHURİYET;600;4,65
2020;1;FOÇA;FATİH;200;4,47
2020;1;FOÇA;FEVZİ ÇAKMAK;729;5,82
2020;1;FOÇA;FEVZİPAŞA;465;6,43
2020;1;FOÇA;HACIVELİ;518;8,03
2020;1;FOÇA;ILIPINAR;228;8,45
2020;1;FOÇA;KAZIM DİRİK;939;7,98
2020;1;FOÇA;KEMAL ATATÜRK;251;10,55
2020;1;FOÇA;KOCA MEHMETLER;24;5,24
2020;1;FOÇA;KOZBEYLİ;232;8,19
2020;1;FOÇA;MAREŞAL FEVZİ ÇAKMAK;284;9,27
2020;1;FOÇA;MUSTAFA KEMAL ATATÜRK;2362;5,69
2020;1;FOÇA;YENİBAĞARASI;696;10,78
2020;1;FOÇA;YENİKÖY;104;9,57
2020;1;FOÇA;İSMETPAŞA;1075;6,57
2020;1;GAZİEMİR;AKTEPE;1529;9,38
2020;1;GAZİEMİR;ATATÜRK;1719;8,78
2020;1;GAZİEMİR;ATIFBEY;4807;9,7
2020;1;GAZİEMİR;BEYAZEVLER;1648;10,82
2020;1;GAZİEMİR;BİNBAŞI REŞATBEY;634;10,48
2020;1;GAZİEMİR;DOKUZ EYLÜL;2437;9,44
2020;1;GAZİEMİR;EMREZ;1431;9,15
2020;1;GAZİEMİR;FATİH;1071;9,69
2020;1;GAZİEMİR;GAZİ;4911;9,66
2020;1;GAZİEMİR;GAZİKENT;327;8,61
2020;1;GAZİEMİR;HÜRRİYET;2871;8,1
2020;1;GAZİEMİR;IRMAK;4010;10,1
2020;1;GAZİEMİR;MENDERES;2016;8,71
2020;1;GAZİEMİR;SEVGİ;693;8,33
2020;1;GAZİEMİR;YEŞİL;2476;9,42
2020;1;GAZİEMİR;ZAFER;1208;8,23
2020;1;GÜZELBAHÇE;ATATÜRK;799;9,27
2020;1;GÜZELBAHÇE;KAHRAMANDERE;1434;10,87
2020;1;GÜZELBAHÇE;KÜÇÜKKAYA;43;8,56
2020;1;GÜZELBAHÇE;MALTEPE;1162;9,19
2020;1;GÜZELBAHÇE;MUSTAFA KEMAL PAŞA;996;9,17
2020;1;GÜZELBAHÇE;PAYAMLI;82;7,24
2020;1;GÜZELBAHÇE;SİTELER;632;8,09
2020;1;GÜZELBAHÇE;YAKA;139;8,23
2020;1;GÜZELBAHÇE;YALI;1963;8,61
2020;1;GÜZELBAHÇE;YELKİ;1805;8,05
2020;1;GÜZELBAHÇE;ÇAMLI;270;11,51
2020;1;GÜZELBAHÇE;ÇELEBİ;699;10,23
2020;1;KARABAĞLAR;ABDİ İPEKÇİ;1430;10,21
2020;1;KARABAĞLAR;ADNAN SÜVARİ;1257;8,31
2020;1;KARABAĞLAR;ALİ FUAT CEBESOY;2961;9,41
2020;1;KARABAĞLAR;ALİ FUAT ERDEN;488;9,85
2020;1;KARABAĞLAR;ARAP HASAN;3883;7,63
2020;1;KARABAĞLAR;AYDIN;2303;8,69
2020;1;KARABAĞLAR;AŞIK VEYSEL;596;8,5
2020;1;KARABAĞLAR;BAHAR;3369;8,47
2020;1;KARABAĞLAR;BAHRİYE ÜÇOK;706;9,19
2020;1;KARABAĞLAR;BAHÇELİEVLER;4964;8,09
2020;1;KARABAĞLAR;BARIŞ;1699;9,48
2020;1;KARABAĞLAR;BASIN SİTESİ;5478;8,15
2020;1;KARABAĞLAR;BOZYAKA;4721;8,78
2020;1;KARABAĞLAR;CENNETOĞLU;1269;8,53
2020;1;KARABAĞLAR;CENNETÇEŞME;745;10,09
2020;1;KARABAĞLAR;DEVRİM;1961;10,39
2020;1;KARABAĞLAR;DOĞANAY;4051;8,29
2020;1;KARABAĞLAR;ESENLİK;2873;7,71
2020;1;KARABAĞLAR;ESENTEPE;1985;7,79
2020;1;KARABAĞLAR;ESENYALI;3123;7,87
2020;1;KARABAĞLAR;FAHRETTİN ALTAY;3075;8,14
2020;1;KARABAĞLAR;GAZİ;1134;9,74
2020;1;KARABAĞLAR;GENERAL ASIM GÜNDÜZ;494;8,56
2020;1;KARABAĞLAR;GENERAL KAZIM ÖZALP;1480;8,49
2020;1;KARABAĞLAR;GÜLYAKA;3659;8,77
2020;1;KARABAĞLAR;GÜNALTAY;4605;9,7
2020;1;KARABAĞLAR;KARABAĞLAR;2448;8,65
2020;1;KARABAĞLAR;KAZIM KARABEKİR;4055;8,32
2020;1;KARABAĞLAR;KİBAR;1337;10,19
2020;1;KARABAĞLAR;LİMONTEPE;1153;9,8
2020;1;KARABAĞLAR;MALİYECİLER;1919;8,86
2020;1;KARABAĞLAR;METİN OKTAY;2461;8,45
2020;1;KARABAĞLAR;MUAMMER AKAR;3022;7,74
2020;1;KARABAĞLAR;OSMAN AKSÜNER;215;7,54
2020;1;KARABAĞLAR;PEKER;2872;9,2
2020;1;KARABAĞLAR;POLİGON;1421;8,53
2020;1;KARABAĞLAR;REFET BELE;3522;8,87
2020;1;KARABAĞLAR;REİS;3568;8,43
2020;1;KARABAĞLAR;SALİH OMURTAK;1429;9,84
2020;1;KARABAĞLAR;SARIYER;2663;9
2020;1;KARABAĞLAR;SELVİLİ;2489;9,09
2020;1;KARABAĞLAR;SEVGİ;2251;9,76
2020;1;KARABAĞLAR;TAHSİN YAZICI;2794;8,91
2020;1;KARABAĞLAR;TIRAZLI;1;8,44
2020;1;KARABAĞLAR;UMUT;2597;9,65
2020;1;KARABAĞLAR;UZUNDERE;753;10,16
2020;1;KARABAĞLAR;UĞUR MUMCU;2650;9,26
2020;1;KARABAĞLAR;VATAN;8460;8,38
2020;1;KARABAĞLAR;YAŞAR KEMAL;180;8,39
2020;1;KARABAĞLAR;YUNUS EMRE;6036;8,95
2020;1;KARABAĞLAR;YURDOĞLU;3129;8,62
2020;1;KARABAĞLAR;YÜZBAŞI ŞERAFETTİN;1311;10,74
2020;1;KARABAĞLAR;ÇALIKUŞU;3503;8,6
2020;1;KARABAĞLAR;ÖZGÜR;1485;9,41
2020;1;KARABAĞLAR;ÜÇKUYULAR;3978;7,86
2020;1;KARABAĞLAR;İHSAN ALYANAK;2443;10,02
2020;1;KARABAĞLAR;ŞEHİTLER;888;9,31
2020;1;KARABURUN;ANBARSEKİ;115;6,14
2020;1;KARABURUN;BOZKÖY;128;8,62
2020;1;KARABURUN;EĞLENHOCA;240;6,92
2020;1;KARABURUN;HASSEKİ;45;4,49
2020;1;KARABURUN;KÖSEDERE;210;6,07
2020;1;KARABURUN;KÜÇÜKBAHÇE;104;6,98
2020;1;KARABURUN;MERKEZ;422;6,79
2020;1;KARABURUN;MORDOĞAN;1547;6,18
2020;1;KARABURUN;PARLAK;70;7,99
2020;1;KARABURUN;SALMAN;56;7,52
2020;1;KARABURUN;SARPINCIK;66;6,54
2020;1;KARABURUN;SAİP;191;5,71
2020;1;KARABURUN;TEPEBOZ;183;5,97
2020;1;KARABURUN;YAYLA;50;7,65
2020;1;KARABURUN;İNECİK;201;4,21
2020;1;KARABURUN;İSKELE;753;6,45
2020;1;KARŞIYAKA;AKSOY;4910;7,22
2020;1;KARŞIYAKA;ALAYBEY;3068;7,07
2020;1;KARŞIYAKA;ATAKENT;679;9,13
2020;1;KARŞIYAKA;BAHARİYE;4858;7,53
2020;1;KARŞIYAKA;BAHRİYE ÜÇOK;4763;7,68
2020;1;KARŞIYAKA;BAHÇELİEVLER;8521;8,23
2020;1;KARŞIYAKA;BOSTANLI;11688;7,69
2020;1;KARŞIYAKA;CUMHURİYET;3976;8,35
2020;1;KARŞIYAKA;DEDEBAŞI;6479;8,26
2020;1;KARŞIYAKA;DEMİRKÖPRÜ;2449;8,04
2020;1;KARŞIYAKA;DONANMACI;3837;7,02
2020;1;KARŞIYAKA;FİKRİ ALTAY;2745;8,45
2020;1;KARŞIYAKA;GONCALAR;3219;8,19
2020;1;KARŞIYAKA;KARŞIYAKA;21;9,95
2020;1;KARŞIYAKA;LATİFE HANIM;477;9,21
2020;1;KARŞIYAKA;MAVİŞEHİR;295;14,22
2020;1;KARŞIYAKA;MUSTAFA KEMAL;1128;9,72
2020;1;KARŞIYAKA;NERGİZ;3331;7,8
2020;1;KARŞIYAKA;TERSANE;2681;7,23
2020;1;KARŞIYAKA;TUNA;2425;6,83
2020;1;KARŞIYAKA;YALI;8768;8,17
2020;1;KARŞIYAKA;ZÜBEYDE HANIM;5040;9,09
2020;1;KARŞIYAKA;ÖRNEKKÖY;6616;8,8
2020;1;KARŞIYAKA;İMBATLI;1217;8,42
2020;1;KARŞIYAKA;İNÖNÜ;1235;9,57
